ID,Date,Furnace,Difference Phase 1 (Real - Target),Difference Phase 2,Difference Phase 3,Difference Phase 4,Difference Phase 5,Delay Time,Dureza,Dureza PC
11269,17/06/24,2,241,338,-156,33,8,65,1,3
11270,17/06/24,2,149,326,165,-72,-7,87,1,3
11271,17/06/24,2,119,-62,-145,32,-4,12,2,2
11272,17/06/24,2,337,166,166,-2,-1,73,2,3
11273,17/06/24,2,171,6,-115,18,41,96,3,0
11274,17/06/24,2,-136,366,198,-2,16,60,2,0
11275,17/06/24,1,-128,-222,-193,-1,16,62,2,0
11276,17/06/24,1,519,260,59,33,-21,117,2,0
11277,17/06/24,2,-62,361,-52,-87,18,22,2,0
11278,17/06/24,1,542,381,8,-49,-48,64,3,0
11279,17/06/24,1,435,488,176,-47,35,94,1,2
11280,17/06/24,1,288,-147,92,-26,10,105,1,2
11281,17/06/24,1,-53,279,-110,-27,28,71,1,1
11282,17/06/24,2,348,-224,-211,26,-4,21,2,2
11283,17/06/24,2,-42,275,143,5,12,106,2,3
11284,17/06/24,2,278,102,-117,41,-36,34,2,3
11285,17/06/24,2,210,-92,-43,-119,2,107,1,2
11286,17/06/24,1,368,-153,8,49,-45,57,1,2
11287,17/06/24,2,83,216,-163,-39,-33,46,1,2
11288,17/06/24,1,13,132,65,-61,-50,102,1,2
11289,17/06/24,1,82,-39,-228,-16,7,8,1,2
11290,17/06/24,2,-147,133,225,12,-7,74,1,2
11291,17/06/24,1,596,-196,-240,-28,31,93,1,1
11292,17/06/24,2,363,421,-97,-22,-43,109,1,2
11293,17/06/24,1,3,-136,-81,-30,-34,33,1,2
11294,17/06/24,2,86,176,166,45,-18,41,1,1
11295,17/06/24,1,0,363,-255,-74,-12,26,1,1
11296,17/06/24,1,-145,98,15,-10,26,45,1,2
11297,17/06/24,2,233,468,166,-87,3,1,1,2
11298,17/06/24,2,-149,320,119,-32,-4,44,1,1
11299,17/06/24,2,242,398,-100,-47,16,78,1,2
11300,17/06/24,1,-48,115,-24,51,-53,90,1,1
11301,17/06/24,1,386,479,89,-60,-27,102,1,2
11302,17/06/24,1,111,255,-112,-42,-40,75,1,1
11303,17/06/24,2,583,404,6,-80,4,98,1,2
11304,17/06/24,1,270,-63,89,2,33,65,2,2
11305,17/06/24,1,187,227,-242,50,-5,24,2,2
11306,17/06/24,2,569,252,-222,-114,24,8,2,2
11307,17/06/24,2,349,-39,114,-73,-11,84,2,2
11308,17/06/24,2,525,-165,15,21,30,28,1,3
11309,17/06/24,1,28,-105,-142,-76,-37,33,1,1
11310,17/06/24,1,13,100,-18,-112,-35,41,1,3
11311,17/06/24,2,-129,20,-24,-93,-8,86,1,2
11312,17/06/24,2,334,313,-139,-110,-12,98,1,3
11313,17/06/24,1,558,129,-211,-9,-55,84,1,2
11314,17/06/24,1,516,-57,-102,17,-39,109,1,2
11315,17/06/24,2,572,-180,137,31,-38,58,1,2
11316,17/06/24,2,417,159,230,-77,-54,37,1,2
11317,17/06/24,2,81,-35,121,45,-30,31,1,2
11318,17/06/24,1,332,-4,-160,-43,31,100,1,2
11319,17/06/24,2,190,-6,-65,-110,26,34,1,2
11320,17/06/24,1,116,201,63,6,9,65,1,2
11321,17/06/24,2,196,275,-53,-46,-31,98,1,2
11322,17/06/24,1,-144,-80,185,-124,35,109,1,2
11323,17/06/24,2,145,-119,-21,47,-36,28,1,2
11324,17/06/24,1,579,429,205,16,33,98,1,2
11325,17/06/24,1,196,172,-25,-4,-3,104,1,2
11326,17/06/24,2,502,-215,161,-59,30,79,1,2
11327,17/06/24,1,405,-159,225,-20,0,92,1,2
11328,17/06/24,2,447,-107,77,-18,-8,8,1,2
11329,17/06/24,2,-119,437,-185,27,36,56,1,2
11330,17/06/24,1,130,-28,-116,-9,-17,99,1,2
11331,17/06/24,1,19,198,-36,10,32,35,1,2
11332,17/06/24,2,-50,370,20,22,-8,101,1,2
11333,17/06/24,2,588,127,-181,53,36,96,1,2
11334,17/06/24,1,501,153,-23,-31,-29,80,1,2
11335,17/06/24,1,188,-169,-4,12,20,97,1,2
11336,17/06/24,2,468,204,-149,-9,44,51,1,2
11337,17/06/24,1,307,226,188,47,-16,29,1,2
11338,17/06/24,2,-37,47,110,10,10,38,2,2
11339,17/06/24,2,584,85,108,23,-41,31,2,2
11340,17/06/24,2,412,-77,-88,-31,3,42,1,2
11341,17/06/24,1,46,287,-49,-129,31,31,1,2
11342,17/06/24,2,426,139,151,-98,-39,111,3,2
11343,17/06/24,1,145,-60,1,-40,12,55,1,2
11344,17/06/24,1,573,-158,-159,-111,-28,54,1,2
11345,17/06/24,1,502,-168,92,-9,23,56,2,1
11346,17/06/24,1,-67,-100,-228,-4,-28,6,1,1
11347,17/06/24,1,-150,165,159,-66,-2,119,1,2
11348,17/06/24,1,288,428,-136,-9,5,13,0,1
11349,17/06/24,1,120,-196,120,-112,23,96,3,2
11350,17/06/24,1,136,60,201,-52,-3,82,3,2
11351,17/06/24,1,70,453,74,-13,-55,10,3,2
11352,17/06/24,2,159,-182,57,-88,-15,47,3,2
11353,17/06/24,1,-57,395,215,42,-3,34,3,2
11354,17/06/24,2,564,264,3,13,16,107,3,2
11355,17/06/24,2,499,293,219,-57,28,47,3,2
11356,17/06/24,2,119,-124,-189,-111,14,50,3,2
11357,17/06/24,1,244,-65,184,20,-22,25,3,2
11358,17/06/24,1,-2,76,-210,-36,-37,78,3,2
11359,17/06/24,1,-79,158,-199,-23,-28,20,3,2
11360,17/06/24,1,139,422,-218,-69,-52,43,3,2
11361,17/06/24,1,253,-67,91,38,-39,78,3,2
11362,17/06/24,1,16,306,0,18,24,39,1,2
11363,17/06/24,2,196,295,211,-68,-44,19,1,2
11364,17/06/24,2,503,65,-6,-53,21,101,1,2
11365,17/06/24,1,347,-15,-72,-119,36,97,1,2
11366,17/06/24,1,39,1,-228,-33,36,62,1,2
11367,17/06/24,2,183,-47,-51,40,10,31,1,2
11368,17/06/24,1,590,161,-227,-53,2,90,1,2
11369,17/06/24,2,-41,340,223,-20,13,116,1,2
11370,17/06/24,2,5,142,-163,-12,-7,119,1,2
11371,17/06/24,1,-109,219,168,-79,-20,28,1,2
11372,17/06/24,2,218,461,-92,-12,-51,56,2,2
11373,17/06/24,1,439,219,187,-99,28,19,2,2
11374,17/06/24,2,120,113,174,-105,35,12,1,3
11375,17/06/24,2,296,-122,204,-41,-4,63,2,3
11376,17/06/24,2,604,-46,-221,-65,-36,57,1,2
11377,17/06/24,1,323,191,-173,-15,-40,40,2,1
11378,17/06/24,2,578,237,139,8,35,64,2,1
11379,17/06/24,1,-73,-158,41,-91,-4,15,2,1
11380,17/06/24,1,486,-71,-201,-102,19,23,2,2
11381,17/06/24,1,612,365,-228,-96,-44,119,2,3
11382,17/06/24,2,381,426,-144,-79,-31,119,2,3
11383,17/06/24,1,148,-86,29,-74,31,20,2,3
11384,17/06/24,1,186,137,145,-128,10,31,2,3
11385,17/06/24,1,388,299,-6,-35,-31,44,2,3
11386,17/06/24,2,267,93,182,-82,-7,54,2,3
11387,17/06/24,1,-142,123,54,-51,24,28,2,3
11388,17/06/24,1,432,-17,-14,1,-39,12,2,3
11389,17/06/24,2,245,69,92,-101,14,61,1,3
11390,17/06/24,2,568,441,-186,35,-35,5,2,2
11391,17/06/24,1,-91,59,-253,-31,-20,65,3,3
11392,17/06/24,1,194,186,214,-83,39,17,3,2
11393,17/06/24,2,281,345,228,-107,-27,38,2,2
11394,17/06/24,1,333,-210,57,-16,19,107,2,2
11395,17/06/24,1,57,62,-103,-51,40,89,0,2
11396,17/06/24,2,-128,161,104,-7,-12,117,0,2
11397,17/06/24,2,215,-64,-229,-105,16,80,0,2
11398,17/06/24,2,478,360,200,14,-17,15,0,2
11399,17/06/24,2,607,237,-55,-38,27,50,0,2
11400,17/06/24,1,-80,104,-198,9,-40,16,0,2
11401,17/06/24,2,-10,80,40,-100,25,119,0,2
11402,17/06/24,2,552,-63,173,6,-47,8,0,1
11403,17/06/24,1,474,232,153,-105,-51,20,2,2
11404,17/06/24,2,243,241,-111,-40,41,3,2,2
11405,17/06/24,1,34,-5,-151,-80,41,12,2,2
11406,17/06/24,1,-146,-211,176,-87,21,41,2,2
11407,17/06/24,1,13,133,-35,-2,-21,4,2,2
11408,17/06/24,1,-49,427,87,-85,33,73,2,2
11409,17/06/24,1,555,229,-200,-39,-37,96,2,2
11410,17/06/24,1,188,40,85,36,11,68,2,2
11411,17/06/24,2,38,176,-118,-89,-33,45,1,2
11412,17/06/24,2,57,240,109,-75,29,106,1,2
11413,17/06/24,2,28,16,-99,-13,8,22,1,2
11414,17/06/24,2,276,57,-27,-106,-11,116,1,2
11415,17/06/24,1,-67,445,-149,-16,-42,17,1,2
11416,17/06/24,1,595,-191,-53,-16,-29,70,1,2
11417,17/06/24,1,23,187,66,-117,7,89,1,2
11418,17/06/24,2,20,213,-146,-68,40,115,1,2
11419,17/06/24,2,-19,369,-108,51,26,107,1,2
11420,17/06/24,1,462,360,-66,-5,34,94,1,2
11421,17/06/24,2,44,140,-167,-61,16,58,1,3
11422,17/06/24,1,599,93,154,-32,36,9,1,2
11423,17/06/24,2,446,-201,-64,8,32,9,1,2
11424,17/06/24,2,152,-25,-111,-110,44,2,1,0
11425,17/06/24,2,-33,449,116,11,-55,94,1,0
11426,17/06/24,1,-45,60,90,-11,-54,89,1,2
11427,17/06/24,2,382,-158,-185,-42,39,89,1,0
11428,17/06/24,2,-79,321,-67,-39,8,88,1,2
11429,17/06/24,2,-128,103,-99,-15,-7,35,3,2
11430,17/06/24,1,511,-198,-212,-62,-36,42,1,2
11431,17/06/24,1,211,481,-218,-6,-23,53,1,2
11432,17/06/24,1,-27,181,-40,-89,19,27,1,2
11433,17/06/24,1,463,261,-75,-28,-34,101,1,2
11434,17/06/24,2,277,341,54,-68,-10,101,1,2
11435,17/06/24,2,434,378,187,-30,34,62,1,2
11436,17/06/24,2,278,-27,184,-3,19,68,2,2
11437,17/06/24,1,1,408,70,42,22,26,3,2
11438,17/06/24,2,564,-173,143,41,-11,76,3,2
11439,17/06/24,1,498,-56,-123,-22,-31,62,3,2
11440,17/06/24,2,580,294,-95,-118,31,109,1,2
11441,17/06/24,1,287,41,-186,-71,-49,20,1,2
11442,17/06/24,2,564,-133,-147,50,-9,108,1,2
11443,17/06/24,2,78,377,-107,-19,4,118,1,1
11444,17/06/24,1,30,372,-15,-70,0,18,3,2
11445,17/06/24,1,294,137,62,-63,19,21,2,1
11446,17/06/24,2,168,332,-166,-51,-19,16,2,1
11447,17/06/24,2,617,-215,-246,47,39,57,2,1
11448,17/06/24,2,601,131,-163,-28,1,109,3,3
11449,17/06/24,1,357,188,76,-21,-51,84,3,3
11450,17/06/24,2,317,182,-249,28,7,101,3,3
11451,17/06/24,2,251,404,120,-23,-36,25,2,3
11452,17/06/24,1,569,145,-30,-48,-40,40,0,1
11453,17/06/24,2,577,186,183,-37,-14,76,0,3
11454,17/06/24,2,156,169,35,50,18,98,0,3
11455,17/06/24,1,607,-233,189,-43,-4,38,3,1
11456,17/06/24,1,225,174,45,-3,37,61,3,1
11457,17/06/24,1,354,461,-232,53,-43,96,3,1
11458,17/06/24,1,262,121,80,-28,27,11,3,1
11459,17/06/24,1,-134,196,224,-84,-21,50,3,1
11460,17/06/24,2,533,297,-189,50,-18,54,3,1
11461,17/06/24,1,395,234,188,50,-41,53,3,1
11462,17/06/24,1,367,-129,192,32,8,23,3,1
11463,17/06/24,1,507,22,-136,-94,-1,45,3,1
11464,17/06/24,1,21,-123,77,-33,6,94,2,1
11465,17/06/24,2,534,393,-143,-56,-55,113,0,1
11466,17/06/24,2,333,127,102,-58,-24,112,1,1
11467,17/06/24,2,278,88,133,42,11,8,1,2
11468,17/06/24,2,262,-14,-92,17,-10,101,1,2
11469,17/06/24,2,132,316,89,27,14,74,1,2
11470,17/06/24,1,-73,-214,-60,-110,-45,80,1,2
11471,17/06/24,1,70,289,3,25,40,94,1,2
11472,17/06/24,1,219,461,40,-76,-37,89,1,3
11473,17/06/24,1,49,-49,-76,-73,-32,5,1,2
11474,17/06/24,2,200,297,-38,-10,-27,39,1,2
11475,17/06/24,2,-7,-75,-139,36,12,101,1,2
11476,17/06/24,1,-144,-84,172,14,-39,107,1,2
11477,17/06/24,1,-119,14,96,-8,4,81,1,2
11478,17/06/24,1,202,55,229,-45,24,55,1,2
11479,17/06/24,2,370,-104,198,-126,26,64,1,2
11480,17/06/24,2,229,368,-185,-55,-12,53,1,2
11481,17/06/24,2,38,442,-53,-69,-9,14,1,0
11482,17/06/24,2,156,31,-176,53,29,83,1,3
11483,17/06/24,2,419,-227,-210,-36,1,82,1,3
11484,17/06/24,1,-146,189,175,-121,36,105,1,3
11485,17/06/24,1,-17,-25,-237,-110,33,99,1,3
11486,17/06/24,1,218,-167,-15,52,-25,19,1,3
11487,17/06/24,1,241,-7,-14,-18,42,17,1,3
11488,17/06/24,2,473,-194,-208,26,19,70,1,3
11489,17/06/24,1,431,190,-192,-118,33,48,1,3
11490,17/06/24,2,364,387,200,7,15,37,2,3
11491,17/06/24,2,281,65,93,-98,-8,115,2,3
11492,17/06/24,2,395,165,-7,-40,-14,28,1,3
11493,17/06/24,2,416,341,221,33,39,110,1,3
11494,17/06/24,1,-153,221,80,-35,21,110,1,3
11495,17/06/24,1,384,53,106,-1,-36,45,1,3
11496,17/06/24,2,390,-230,-217,-26,-41,51,1,3
11497,17/06/24,2,91,109,76,-111,14,17,1,3
11498,17/06/24,1,-19,-213,-117,-92,37,88,2,3
11499,17/06/24,1,221,-78,-121,-127,-24,11,1,2
11500,17/06/24,2,271,425,28,7,-8,41,1,1
11501,17/06/24,1,119,125,68,6,3,79,1,2
11502,17/06/24,1,345,24,-2,8,-50,89,1,1
11503,17/06/24,1,548,263,-143,51,-22,42,1,1
11504,17/06/24,1,577,423,51,-14,-42,20,1,1
11505,17/06/24,2,-78,-47,-74,-4,5,55,1,1
11506,17/06/24,1,437,-85,-183,-105,-45,51,1,1
11507,17/06/24,1,533,-206,-225,36,-54,56,1,1
11508,16/06/24,1,536,135,-100,-18,-33,18,1,1
11509,16/06/24,2,552,361,-187,-32,-4,11,2,1
11510,16/06/24,1,489,181,-54,-26,-50,31,2,1
11511,16/06/24,1,89,214,225,26,-45,50,2,1
11512,16/06/24,1,98,-210,155,-4,-13,108,3,1
11513,16/06/24,2,485,446,-25,21,39,94,2,1
11514,16/06/24,1,-49,-112,-100,-104,-21,22,1,1
11515,16/06/24,2,108,-84,168,6,-30,97,1,1
11516,16/06/24,2,290,-135,-240,-9,-9,33,1,1
11517,16/06/24,1,27,280,6,33,-15,65,1,1
11518,16/06/24,1,324,176,-232,-99,29,58,1,1
11519,16/06/24,2,80,129,95,-20,15,71,1,1
11520,16/06/24,1,570,124,15,-27,-32,31,3,1
11521,16/06/24,1,184,363,12,-18,-7,115,2,1
11522,16/06/24,2,-92,470,15,-56,-38,63,2,2
11523,16/06/24,2,421,286,132,-116,-30,18,1,1
11524,16/06/24,2,276,176,-145,-115,-22,20,2,1
11525,16/06/24,2,487,192,-23,-87,22,62,2,1
11526,16/06/24,2,302,55,-142,-79,38,53,3,2
11527,16/06/24,2,133,270,33,26,30,30,1,2
11528,16/06/24,2,115,227,-39,-103,-15,72,1,2
11529,16/06/24,2,535,-24,36,12,-22,59,1,2
11530,16/06/24,2,-86,315,18,51,20,114,1,2
11531,16/06/24,2,-99,-69,84,-104,-1,77,2,2
11532,16/06/24,2,344,146,-22,-40,25,33,1,1
11533,16/06/24,2,249,385,135,-27,22,104,1,1
11534,16/06/24,2,23,-35,202,-118,-35,28,1,2
11535,16/06/24,2,91,375,-35,-93,15,71,1,2
11536,16/06/24,1,523,-79,-68,29,42,61,3,2
11537,16/06/24,1,418,158,89,-101,37,25,2,1
11538,16/06/24,2,260,478,118,28,-25,12,2,1
11539,16/06/24,1,482,-101,-176,-22,-36,15,2,1
11540,16/06/24,2,311,297,139,-34,-39,16,2,2
11541,16/06/24,2,505,109,-2,8,27,47,2,1
11542,16/06/24,1,-121,158,193,-115,26,38,2,1
11543,16/06/24,2,552,200,211,-83,-50,42,2,2
11544,16/06/24,2,399,-35,3,-39,-13,112,2,1
11545,16/06/24,2,134,-77,-5,16,42,7,1,2
11546,16/06/24,2,73,-211,163,-22,20,42,1,2
11547,16/06/24,1,133,334,-238,-115,-16,104,2,1
11548,16/06/24,1,604,425,155,-66,9,80,0,2
11549,16/06/24,2,52,13,230,1,-31,18,2,1
11550,16/06/24,1,275,417,-118,-79,31,78,2,2
11551,16/06/24,1,529,-102,24,-53,13,47,2,1
11552,16/06/24,1,138,192,-37,46,-13,87,3,1
11553,16/06/24,1,258,451,100,15,-30,57,2,1
11554,16/06/24,1,176,255,-7,-121,-19,21,2,1
11555,16/06/24,1,549,-3,-112,-2,-44,49,2,1
11556,16/06/24,2,181,303,101,26,23,82,2,1
11557,16/06/24,2,61,323,24,-103,-51,8,2,1
11558,16/06/24,1,289,197,149,-38,38,110,2,1
11559,16/06/24,1,202,-151,-183,-46,10,19,2,1
11560,16/06/24,1,119,-49,-149,-14,-36,20,0,1
11561,16/06/24,2,277,211,-172,1,12,9,2,1
11562,16/06/24,2,561,421,129,-14,19,6,2,3
11563,16/06/24,1,545,230,51,-23,-47,56,2,2
11564,16/06/24,1,279,-118,36,33,-37,44,2,1
11565,16/06/24,1,-85,3,-198,-99,-20,42,2,2
11566,16/06/24,1,497,476,77,-69,15,36,2,2
11567,16/06/24,2,529,27,-153,-44,-2,69,2,2
11568,16/06/24,2,544,136,204,10,0,104,3,2
11569,16/06/24,1,-64,273,-64,-110,38,88,1,2
11570,16/06/24,2,232,202,38,25,4,35,1,2
11571,16/06/24,2,-100,-226,-77,-115,1,115,1,2
11572,16/06/24,2,-87,-70,21,-127,-4,92,1,2
11573,16/06/24,1,115,274,-234,-118,7,74,1,2
11574,16/06/24,2,255,-234,-71,52,21,91,1,2
11575,16/06/24,2,115,329,85,-82,16,55,1,2
11576,16/06/24,1,234,224,177,32,11,17,1,2
11577,16/06/24,2,175,-221,13,-2,-12,74,1,0
11578,16/06/24,1,67,-98,55,-61,14,54,1,0
11579,16/06/24,2,396,-39,-176,-36,-34,80,1,0
11580,16/06/24,1,231,112,-68,-113,42,26,1,2
11581,16/06/24,1,439,217,-110,-4,-10,7,1,2
11582,16/06/24,1,1,-39,220,-110,37,78,2,2
11583,16/06/24,2,-96,-43,7,-111,8,41,2,2
11584,16/06/24,2,288,465,-165,2,41,57,2,2
11585,16/06/24,2,-16,44,-14,-103,-30,38,2,2
11586,16/06/24,1,214,-204,216,-2,10,101,2,2
11587,16/06/24,2,-46,467,202,33,1,98,2,1
11588,16/06/24,2,611,440,-248,-86,15,9,2,2
11589,16/06/24,1,468,298,167,-58,42,96,2,3
11590,16/06/24,1,-148,84,-246,-123,-3,34,2,2
11591,16/06/24,2,-99,425,44,-92,29,53,2,1
11592,16/06/24,2,322,177,95,-108,-48,96,2,1
11593,16/06/24,2,-4,230,219,-72,20,71,2,2
11594,16/06/24,1,111,127,-226,-43,-2,14,2,2
11595,16/06/24,1,493,-30,204,9,-46,8,2,2
11596,16/06/24,1,107,415,-67,30,3,96,2,2
11597,16/06/24,2,394,12,-239,-10,-45,89,2,2
11598,16/06/24,2,354,376,-201,-3,14,25,2,2
11599,16/06/24,2,313,-102,161,-18,-21,43,2,2
11600,16/06/24,2,540,35,-184,-45,29,28,2,2
11601,16/06/24,2,148,22,-62,4,-49,51,2,2
11602,16/06/24,2,368,179,14,46,-14,9,2,2
11603,16/06/24,1,95,-1,-21,23,17,118,2,2
11604,16/06/24,1,103,437,104,-77,-33,104,2,2
11605,16/06/24,1,27,72,207,-59,-50,56,2,2
11606,16/06/24,2,105,121,-129,-33,21,24,2,2
11607,16/06/24,2,-135,22,174,-89,-13,63,2,2
11608,16/06/24,1,265,-217,46,3,6,15,2,1
11609,16/06/24,1,503,-43,70,-61,-11,24,2,2
11610,16/06/24,1,426,131,138,-54,-31,73,2,2
11611,16/06/24,2,231,324,210,-108,11,13,2,2
11612,16/06/24,2,482,1,-146,-99,-11,19,2,2
11613,16/06/24,1,380,288,4,-99,-8,20,1,2
11614,16/06/24,1,427,-146,204,-43,34,55,0,2
11615,16/06/24,2,474,150,-30,-7,-38,36,0,2
11616,16/06/24,1,244,375,-127,26,-51,35,1,2
11617,16/06/24,2,148,223,-209,-128,0,24,1,2
11618,16/06/24,2,325,475,60,9,12,105,1,2
11619,16/06/24,1,201,157,72,-96,43,53,1,2
11620,16/06/24,2,358,-167,-14,-46,-51,5,2,2
11621,16/06/24,1,439,-198,142,-20,4,77,2,2
11622,16/06/24,2,-73,408,15,-120,-12,88,2,2
11623,16/06/24,2,-94,321,-142,25,-49,27,2,2
11624,16/06/24,2,115,-173,-203,-7,0,94,2,2
11625,16/06/24,1,589,-93,-206,21,21,117,2,2
11626,16/06/24,1,-18,5,-226,-65,-52,6,2,2
11627,16/06/24,1,174,6,181,-106,15,99,2,2
11628,16/06/24,1,605,28,-146,-20,27,101,2,2
11629,16/06/24,1,498,223,-99,-124,-35,76,2,2
11630,16/06/24,2,267,455,-12,-77,-55,78,1,2
11631,16/06/24,2,596,200,230,-119,-31,6,1,2
11632,16/06/24,2,125,231,49,-86,-28,83,1,2
11633,16/06/24,1,198,215,-30,-5,-54,88,1,2
11634,16/06/24,1,30,-167,128,4,-46,87,1,2
11635,16/06/24,1,509,139,-218,15,22,62,1,2
11636,16/06/24,2,-69,396,-190,-55,4,16,1,2
11637,16/06/24,2,98,397,208,-21,9,27,1,2
11638,16/06/24,1,-17,35,-22,43,-37,54,1,2
11639,16/06/24,2,288,380,-242,-84,-2,64,2,2
11640,16/06/24,2,568,-92,140,-66,-23,92,2,2
11641,16/06/24,2,-79,122,-51,-82,-9,30,2,2
11642,16/06/24,1,469,441,-142,7,-31,51,2,1
11643,16/06/24,2,473,-212,115,-24,40,43,2,2
11644,16/06/24,2,292,-68,155,-129,-27,69,2,2
11645,16/06/24,1,-53,-57,52,-124,-1,45,2,2
11646,16/06/24,2,532,234,-199,-49,8,25,2,2
11647,16/06/24,1,-74,93,139,-82,-14,71,3,2
11648,16/06/24,1,160,45,212,-62,-20,99,3,2
11649,16/06/24,2,73,206,147,-35,-9,51,1,2
11650,16/06/24,2,190,-74,114,13,22,64,2,2
11651,16/06/24,2,317,156,-249,-102,-41,41,1,2
11652,16/06/24,1,134,310,115,-84,19,118,1,2
11653,16/06/24,1,-126,388,-80,-57,30,4,1,2
11654,16/06/24,2,530,-10,-181,-118,-34,35,1,2
11655,16/06/24,1,61,-156,26,46,-54,68,1,2
11656,16/06/24,1,162,59,149,39,-34,57,1,2
11657,16/06/24,1,126,-146,9,-16,-21,46,2,2
11658,16/06/24,1,251,235,-86,4,14,84,0,2
11659,16/06/24,1,241,472,-229,-81,-3,79,2,1
11660,16/06/24,1,165,-94,-151,-82,-52,36,2,1
11661,16/06/24,1,221,221,157,-73,6,22,3,1
11662,16/06/24,2,-66,415,-94,-48,-5,68,1,1
11663,16/06/24,2,616,-229,127,-129,1,47,0,1
11664,16/06/24,2,208,-105,150,-85,-15,19,1,1
11665,16/06/24,2,242,-7,84,-112,-7,87,1,1
11666,16/06/24,2,528,43,94,5,-19,27,1,1
11667,16/06/24,2,74,317,-137,-96,-21,56,1,2
11668,16/06/24,1,88,74,-252,-100,2,78,1,2
11669,16/06/24,2,427,374,-196,-82,2,23,1,2
11670,16/06/24,2,330,116,44,36,-20,116,1,2
11671,16/06/24,2,494,47,-94,-96,-47,61,1,2
11672,16/06/24,2,536,37,-224,9,-35,29,1,2
11673,16/06/24,2,481,361,73,50,17,34,1,1
11674,16/06/24,2,148,258,-111,48,-38,23,1,1
11675,16/06/24,2,484,-54,-248,-62,10,118,1,2
11676,16/06/24,2,-131,-50,-222,-99,32,31,1,2
11677,16/06/24,2,295,-125,45,-1,-12,12,1,2
11678,16/06/24,2,-48,362,-3,-57,30,33,1,2
11679,16/06/24,2,298,314,199,-18,-35,13,1,2
11680,16/06/24,1,80,-126,-79,-54,14,114,3,2
11681,16/06/24,2,-35,0,-100,-122,28,76,1,2
11682,16/06/24,2,463,59,-220,-72,-5,108,2,2
11683,16/06/24,1,473,-150,-157,-42,-1,38,2,2
11684,16/06/24,2,220,285,69,0,-12,34,2,2
11685,16/06/24,2,484,-151,-12,-84,1,19,2,2
11686,16/06/24,1,-70,32,-153,-104,-23,7,2,1
11687,16/06/24,2,-117,132,170,-27,20,35,2,1
11688,16/06/24,1,404,-108,-197,-92,-4,103,2,3
11689,16/06/24,2,-78,-34,-91,-108,24,108,2,3
11690,16/06/24,2,-71,-163,23,12,22,20,2,3
11691,16/06/24,2,164,-176,-162,-34,44,68,2,3
11692,16/06/24,2,92,333,115,-49,-25,79,2,3
11693,16/06/24,2,473,69,-189,16,26,4,2,3
11694,16/06/24,1,170,16,-237,-84,-31,75,2,3
11695,16/06/24,1,92,384,-77,-52,-44,65,3,3
11696,16/06/24,2,304,-50,-112,-44,0,32,3,3
11697,16/06/24,1,197,101,-121,-120,5,7,3,3
11698,16/06/24,2,378,462,124,-20,-23,104,3,3
11699,16/06/24,1,417,221,186,-1,33,24,3,3
11700,16/06/24,2,327,-127,-132,-69,31,102,3,3
11701,16/06/24,2,-24,383,76,-99,44,7,3,3
11702,16/06/24,2,316,336,-10,-21,27,95,3,3
11703,16/06/24,1,71,320,166,-121,13,100,3,3
11704,16/06/24,1,113,235,85,-24,0,19,3,3
11705,16/06/24,2,169,105,221,30,25,69,3,3
11706,16/06/24,1,567,22,-139,-5,16,24,3,3
11707,16/06/24,2,492,105,124,-128,32,33,3,3
11708,16/06/24,2,424,254,-223,-85,-28,78,3,2
11709,16/06/24,2,-83,-48,24,-53,30,79,3,1
11710,16/06/24,2,21,13,207,3,-30,117,3,2
11711,16/06/24,2,68,53,-215,24,8,92,3,1
11712,16/06/24,1,485,-234,-91,-97,-23,109,3,2
11713,16/06/24,2,-136,136,-52,0,-3,69,3,1
11714,16/06/24,1,479,-180,-95,38,-32,19,3,2
11715,16/06/24,1,-57,203,23,31,-9,92,2,1
11716,16/06/24,2,38,-183,45,13,-6,101,2,1
11717,16/06/24,2,80,-146,141,-72,-6,61,1,2
11718,16/06/24,1,103,333,-111,-89,-52,114,1,2
11719,16/06/24,2,159,-212,-128,-106,-9,34,1,2
11720,16/06/24,1,48,166,147,-77,11,89,1,2
11721,16/06/24,1,618,-208,-193,-106,10,70,1,2
11722,16/06/24,1,585,42,-67,-86,23,34,1,2
11723,16/06/24,2,482,447,174,7,-47,90,1,2
11724,16/06/24,2,375,385,82,12,17,6,1,2
11725,16/06/24,1,414,455,-48,-115,0,88,1,2
11726,16/06/24,1,157,135,-8,-12,-42,113,1,2
11727,16/06/24,2,239,296,166,-111,29,45,1,2
11728,16/06/24,1,-147,260,91,17,9,11,1,2
11729,16/06/24,2,292,-84,121,-53,-19,115,1,2
11730,16/06/24,2,312,144,104,18,-20,12,1,2
11731,16/06/24,2,94,-92,-161,7,16,91,1,2
11732,16/06/24,1,-92,35,-120,-99,-53,57,1,2
11733,16/06/24,2,56,413,-162,50,4,9,1,2
11734,16/06/24,1,290,417,54,-127,-53,63,1,2
11735,16/06/24,2,504,101,195,-104,5,57,1,3
11736,16/06/24,2,585,-13,-148,47,-22,46,1,2
11737,16/06/24,1,413,206,156,-9,-54,6,1,3
11738,16/06/24,1,-81,1,-30,4,15,71,1,2
11739,16/06/24,2,-100,0,209,-41,-8,8,1,3
11740,16/06/24,2,375,220,-235,-37,-19,76,1,3
11741,16/06/24,2,167,34,-9,4,-30,47,1,3
11742,16/06/24,2,534,-36,118,-106,-49,63,1,3
11743,16/06/24,2,228,323,-24,-94,-32,54,2,2
